i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,1
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,GROUP    : 410,DELIQUENCY GROUP,A,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000335154,90254448,NGUYEN VAN 54448,802,VND,22/10/2019,"8,599,913","9,826,861",22/11/2018
?,28020000335360,901028546,NGUYEN THI 28536,802,VND,22/10/2019,"2,008,256","4,161,388",24/12/2018
?,28020000335568,901028561,NGUYEN THI 28551,802,VND,22/10/2019,"1,799,097","4,439,918",22/02/2019
?,28020000336657,90251498,NGUYEN VAN 51498,802,VND,22/10/2019,"5,554,766","10,613,630",22/04/2019
?,28020000336749,90233450,NGUYEN VAN 33450,802,VND,22/10/2019,"10,570,618","14,815,364",24/12/2018
?,28020000336996,901028652,NGUYEN THI 28642,802,VND,22/10/2019,"4,476,111","6,952,790",22/01/2019
?,28020000338521,901028744,NGUYEN THI 28734,802,VND,22/10/2019,"4,926,845","6,909,497",22/11/2018
?,28020000338794,901028761,NGUYEN THI 28751,802,VND,22/10/2019,"5,504,130","7,569,720",22/01/2019
?,28020000339859,901028816,NGUYEN THI 28806,802,VND,22/10/2019,"2,957,103","9,308,767",22/04/2019
?,28020000340030,90229805,NGUYEN VAN 29805,802,VND,22/10/2019,"9,092,858","13,583,732",24/12/2018
?,28020000340345,90231154,NGUYEN VAN 31154,802,VND,22/10/2019,"1,857,570","4,332,161",22/01/2019
?,28020000340535,90246694,NGUYEN VAN 46694,802,VND,22/10/2019,"6,222,730","11,956,325",22/02/2019
?,28020000340949,901028875,NGUYEN THI 28865,802,VND,22/10/2019,"2,290,676","5,661,155",22/04/2019
?,28020000340956,901028877,NGUYEN THI 28867,802,VND,22/10/2019,"4,718,297","6,738,292",22/11/2018
?,28020000341335,90242910,NGUYEN VAN 42910,802,VND,22/10/2019,"13,451,083","16,667,602",22/11/2018
?,28020000342515,901028971,NGUYEN THI 28961,802,VND,22/10/2019,"2,329,842","4,946,249",24/12/2018
?,28020000342549,901028974,NGUYEN THI 28964,802,VND,22/10/2019,"1,495,350","3,854,272",22/02/2019
?,28020000342721,901028985,NGUYEN THI 28975,802,VND,22/10/2019,"1,618,824","3,523,336",24/12/2018
?,28020000343166,90203795,NGUYEN VAN 3795,802,VND,22/10/2019,"1,374,148","3,813,323",22/03/2019
?,28020000343380,901029010,NGUYEN THI 29000,802,VND,22/10/2019,"4,855,637","6,877,961",22/11/2018
?,28020000343679,901029025,NGUYEN THI 29015,802,VND,22/10/2019,"4,477,222","11,232,198",22/04/2019
?,28020000343752,901029028,NGUYEN THI 29018,802,VND,22/10/2019,"2,137,161","5,254,153",22/02/2019
?,28020000344099,90216122,NGUYEN VAN 16122,802,VND,22/10/2019,"11,275,335","14,397,603",22/11/2018
?,28020000344677,901029071,NGUYEN THI 29061,802,VND,22/10/2019,"1,246,328","3,984,085",22/04/2019
?,28020000345070,901029095,NGUYEN THI 29085,802,VND,22/10/2019,"1,289,469","4,037,554",22/04/2019
?,28020000345179,901029099,NGUYEN THI 29089,802,VND,22/10/2019,"2,429,965","5,129,217",24/12/2018
?,28020000346037,90249702,NGUYEN VAN 49702,802,VND,22/10/2019,"13,507,170","16,702,017",22/11/2018
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,94
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000346060,901029159,NGUYEN THI 29149,802,VND,22/10/2019,"1,356,344","2,946,084",24/12/2018
?,28020000346136,901029160,NGUYEN THI 29150,802,VND,22/10/2019,"1,571,884","4,288,099",22/02/2019
?,28020000346383,90209397,NGUYEN VAN 9397,802,VND,22/10/2019,"11,944,928","15,677,125",24/12/2018
?,28020000346466,90211952,NGUYEN VAN 11952,802,VND,22/10/2019,"1,007,136","2,318,558",24/12/2018
?,28020000346540,901029189,NGUYEN THI 29179,802,VND,22/10/2019,"6,366,790","12,820,416",22/04/2019
?,28020000346565,901029190,NGUYEN THI 29180,802,VND,22/10/2019,"3,199,486","5,567,154",22/11/2018
?,28020000348108,90243460,NGUYEN VAN 43460,802,VND,22/10/2019,"1,382,752","4,340,717",22/04/2019
?,28020000348264,901029288,NGUYEN THI 29278,802,VND,22/10/2019,"1,739,064","3,681,660",24/12/2018
?,28020000348447,90203938,NGUYEN VAN 3938,802,VND,22/10/2019,"1,809,816","4,154,488",22/01/2019
?,28020000349965,90204120,NGUYEN VAN 4120,802,VND,22/10/2019,"350,000","925,135",22/04/2019
?,28020000350401,901029392,NGUYEN THI 29382,802,VND,22/10/2019,"1,641,881","3,682,343",22/01/2019
?,28020000351037,901029430,NGUYEN THI 29420,802,VND,22/10/2019,"1,902,640","3,751,127",22/11/2018
?,28020000352936,901029540,NGUYEN THI 29530,802,VND,22/10/2019,"1,744,296","4,343,719",22/02/2019
?,28020000354346,90231558,NGUYEN VAN 31558,802,VND,22/10/2019,"16,522,198","18,984,322",22/11/2018
?,28020000354650,90204597,NGUYEN VAN 4597,802,VND,22/10/2019,"2,702,285","5,492,710",22/01/2019
?,28020000356887,90216455,NGUYEN VAN 16455,802,VND,22/10/2019,"9,557,364","14,288,354",22/01/2019
?,28020000356994,901029766,NGUYEN THI 29756,802,VND,22/10/2019,"2,103,228","4,920,641",22/01/2019
?,28020000357083,90204782,NGUYEN VAN 4782,802,VND,22/10/2019,"4,141,140","10,306,425",22/02/2019
?,28020000357703,901029806,NGUYEN THI 29796,802,VND,22/10/2019,"1,643,714","4,034,878",22/02/2019
?,28020000359709,901029924,NGUYEN THI 29914,802,VND,22/10/2019,"5,071,364","7,035,758",24/12/2018
?,28020000360459,901029967,NGUYEN THI 29957,802,VND,22/10/2019,"1,946,224","4,878,295",22/02/2019
?,28020000361267,901030011,NGUYEN THI 30001,802,VND,22/10/2019,"2,003,120","4,542,156",22/01/2019
?,28020000362661,90204198,NGUYEN VAN 4198,802,VND,22/10/2019,"1,636,201","4,513,255",22/03/2019
?,28020000363206,90259048,NGUYEN VAN 59048,802,VND,22/10/2019,"9,532,665","14,694,457",22/02/2019
?,28020000363313,901030124,NGUYEN THI 30114,802,VND,22/10/2019,"837,303","1,911,456",22/11/2018
?,28020000364196,901030168,NGUYEN THI 30158,802,VND,22/10/2019,"6,744,072","12,074,058",22/01/2019
?,28020000366142,901030266,NGUYEN THI 30256,802,VND,22/10/2019,"2,113,167","4,524,460",24/12/2018
?,28020000366324,901030272,NGUYEN THI 30262,802,VND,22/10/2019,"930,347","2,467,930",22/02/2019
?,28020000366688,90247457,NGUYEN VAN 47457,802,VND,22/10/2019,"3,076,397","6,322,666",22/04/2019
?,28020000367140,90239555,NGUYEN VAN 39555,802,VND,22/10/2019,"14,089,012","17,236,185",24/12/2018
?,28020000367405,901030335,NGUYEN THI 30325,802,VND,22/10/2019,"2,218,574","4,822,285",24/12/2018
?,28020000367736,90242897,NGUYEN VAN 42897,802,VND,22/10/2019,"2,504,648","5,856,026",22/04/2019
?,28020000368072,901030379,NGUYEN THI 30369,802,VND,22/10/2019,"1,694,241","4,343,636",22/02/2019
?,28020000368114,90302061,NGUYEN VAN 102061,802,VND,22/10/2019,"5,584,958","8,020,034",22/02/2019
?,28020000368312,90221911,NGUYEN VAN 21911,802,VND,22/10/2019,"2,165,878","5,006,612",22/01/2019
?,28020000368445,901030395,NGUYEN THI 30385,802,VND,22/10/2019,"2,854,651","5,768,205",22/02/2019
?,28020000368619,90204523,NGUYEN VAN 4523,802,VND,22/10/2019,"1,625,792","4,543,107",22/03/2019
?,28020000368684,901030408,NGUYEN THI 30398,802,VND,22/10/2019,"10,926,233","15,368,456",22/01/2019
?,28020000369138,901030432,NGUYEN THI 30422,802,VND,22/10/2019,"8,469,493","13,482,779",22/01/2019
?,28020000369385,901030447,NGUYEN THI 30437,802,VND,22/10/2019,"7,225,931","12,794,177",22/02/2019
?,28020000369773,90235869,NGUYEN VAN 35869,802,VND,22/10/2019,"6,761,944","10,710,207",22/01/2019
?,28020000370649,901030510,NGUYEN THI 30500,802,VND,22/10/2019,"14,574,286","17,512,612",22/11/2018
?,28020000370953,90206896,NGUYEN VAN 6896,802,VND,22/10/2019,"6,556,299","8,213,627",24/12/2018
?,28020000371084,901030537,NGUYEN THI 30527,802,VND,22/10/2019,"4,279,043","8,728,344",22/11/2018
?,28020000371316,901030546,NGUYEN THI 30536,802,VND,22/10/2019,"7,256,390","8,966,358",24/12/2018
?,28020000371530,90258003,NGUYEN VAN 58003,802,VND,22/10/2019,"6,892,406","12,480,085",22/02/2019
?,28020000371654,90206980,NGUYEN VAN 6980,802,VND,22/10/2019,"5,270,920","11,858,738",22/04/2019
?,28020000371985,90205181,NGUYEN VAN 5181,802,VND,22/10/2019,"2,083,410","4,803,679",22/01/2019
?,28020000372231,901030593,NGUYEN THI 30583,802,VND,22/10/2019,"2,435,279","5,273,060",22/01/2019
?,28020000372389,90249890,NGUYEN VAN 49890,802,VND,22/10/2019,"2,399,522","5,732,947",22/04/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,95
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000373064,901030628,NGUYEN THI 30618,802,VND,22/10/2019,"2,039,475","4,737,838",22/01/2019
?,28020000373213,90207034,NGUYEN VAN 7034,802,VND,22/10/2019,"2,039,539","4,667,834",22/01/2019
?,28020000373890,901030675,NGUYEN THI 30665,802,VND,22/10/2019,"5,591,314","7,317,147",22/11/2018
?,28020000374245,901030696,NGUYEN THI 30686,802,VND,22/10/2019,"2,272,238","4,508,758",22/11/2018
?,28020000374682,90205382,NGUYEN VAN 5382,802,VND,22/10/2019,"2,987,645","6,115,474",22/03/2019
?,28020000374765,90234853,NGUYEN VAN 34853,802,VND,22/10/2019,"3,617,179","6,407,697",22/03/2019
?,28020000375168,90207177,NGUYEN VAN 7177,802,VND,22/10/2019,"450,000","880,000",22/02/2019
?,28020000376000,90207267,NGUYEN VAN 7267,802,VND,22/10/2019,"3,462,236","6,216,444",22/02/2019
?,28020000376208,901030794,NGUYEN THI 30784,802,VND,22/10/2019,"7,184,591","12,767,937",22/02/2019
?,28020000376877,901030834,NGUYEN THI 30824,802,VND,22/10/2019,"2,477,883","5,297,451",22/01/2019
?,28020000377214,901030856,NGUYEN THI 30846,802,VND,22/10/2019,"1,456,985","3,759,301",22/02/2019
?,28020000377354,901030862,NGUYEN THI 30852,802,VND,22/10/2019,"1,662,819","4,815,831",22/03/2019
?,28020000378485,901030921,NGUYEN THI 30911,802,VND,22/10/2019,"2,103,143","5,153,394",22/02/2019
?,28020000380275,901031013,NGUYEN THI 31003,802,VND,22/10/2019,"2,037,842","5,460,956",22/04/2019
?,28020000380507,90271765,NGUYEN VAN 71765,802,VND,22/10/2019,"1,642,662","5,104,968",22/04/2019
?,28020000380986,901031063,NGUYEN THI 31053,802,VND,22/10/2019,"1,250,474","3,665,073",22/03/2019
?,28020000381059,901031065,NGUYEN THI 31055,802,VND,22/10/2019,"2,237,114","5,593,896",22/04/2019
?,28020000381851,901031105,NGUYEN THI 31095,802,VND,22/10/2019,"1,760,505","4,497,044",22/04/2019
?,28020000383063,901031171,NGUYEN THI 31161,802,VND,22/10/2019,"3,526,791","6,368,744",22/03/2019
?,28020000385845,901031317,NGUYEN THI 31307,802,VND,22/10/2019,"2,030,074","4,589,569",22/02/2019
?,28020000385886,901031320,NGUYEN THI 31310,802,VND,22/10/2019,"1,996,161","5,092,964",22/02/2019
?,28020000386082,90206534,NGUYEN VAN 6534,802,VND,22/10/2019,"1,965,498","5,364,289",22/04/2019
?,28020000386280,901031344,NGUYEN THI 31334,802,VND,22/10/2019,"1,717,082","4,049,257",22/01/2019
?,28020000386793,901031374,NGUYEN THI 31364,802,VND,22/10/2019,"500,000","914,518",22/01/2019
?,28020000387494,901031411,NGUYEN THI 31401,802,VND,22/10/2019,"468,726","1,284,833",22/02/2019
?,28020000387700,90236156,NGUYEN VAN 36156,802,VND,22/10/2019,"1,383,986","4,503,558",22/04/2019
?,28020000387916,90207625,NGUYEN VAN 7625,802,VND,22/10/2019,"4,965,969","7,229,844",22/01/2019
?,28020000388872,90240668,NGUYEN VAN 40668,802,VND,22/10/2019,"4,899,967","7,229,824",22/01/2019
?,28020000389268,901031518,NGUYEN THI 31508,802,VND,22/10/2019,"6,662,446","11,997,054",22/01/2019
?,28020000389334,901031522,NGUYEN THI 31512,802,VND,22/10/2019,"1,492,761","4,238,447",22/03/2019
?,28020000390332,90206944,NGUYEN VAN 6944,802,VND,22/10/2019,"3,493,478","10,398,051",22/04/2019
?,28020000391066,901031613,NGUYEN THI 31603,802,VND,22/10/2019,"1,568,592","4,405,768",22/03/2019
?,28020000391082,90224738,NGUYEN VAN 24738,802,VND,22/10/2019,"6,539,263","8,394,126",24/12/2018
?,28020000391249,901031623,NGUYEN THI 31613,802,VND,22/10/2019,"4,774,408","7,360,269",22/02/2019
?,28020000391389,90233039,NGUYEN VAN 33039,802,VND,22/10/2019,"8,383,091","13,045,567",24/12/2018
?,28020000391454,90254920,NGUYEN VAN 54920,802,VND,22/10/2019,"6,172,606","8,285,337",22/01/2019
?,28020000391900,901031649,NGUYEN THI 31639,802,VND,22/10/2019,"4,266,251","11,026,870",22/04/2019
?,28020000393112,90272186,NGUYEN VAN 72186,802,VND,22/10/2019,"2,122,964","4,666,012",24/12/2018
?,28020000393815,90240245,NGUYEN VAN 40245,802,VND,22/10/2019,"1,511,181","4,192,836",22/03/2019
?,28020000394359,90209634,NGUYEN VAN 9634,802,VND,22/10/2019,"2,296,552","4,713,667",22/11/2018
?,28020000394458,90206514,NGUYEN VAN 6514,802,VND,22/10/2019,"1,737,156","4,335,970",22/02/2019
?,28020000394771,901031796,NGUYEN THI 31786,802,VND,22/10/2019,"1,398,515","4,386,861",22/04/2019
?,28020000394896,90209203,NGUYEN VAN 9203,802,VND,22/10/2019,"3,084,235","5,957,695",22/03/2019
?,28020000395448,901031831,NGUYEN THI 31821,802,VND,22/10/2019,"1,255,368","4,000,732",22/04/2019
?,28020000395661,901031841,NGUYEN THI 31831,802,VND,22/10/2019,"4,045,750","6,938,032",22/04/2019
?,28020000396172,90235103,NGUYEN VAN 35103,802,VND,22/10/2019,"1,459,621","3,758,593",22/02/2019
?,28020000396362,901031879,NGUYEN THI 31869,802,VND,22/10/2019,"1,055,624","2,999,067",22/03/2019
?,28020000397006,901031914,NGUYEN THI 31904,802,VND,22/10/2019,"1,646,244","5,048,447",22/04/2019
?,28020000397154,901031925,NGUYEN THI 31915,802,VND,22/10/2019,"1,981,447","4,998,958",22/02/2019
?,28020000397410,901031939,NGUYEN THI 31929,802,VND,22/10/2019,"7,222,051","8,927,891",24/12/2018
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,96
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000398087,90205209,NGUYEN VAN 5209,802,VND,22/10/2019,"3,899,751","6,606,039",22/02/2019
?,28020000398202,901031979,NGUYEN THI 31969,802,VND,22/10/2019,"2,805,473","4,714,271",24/12/2018
?,28020000398483,901031996,NGUYEN THI 31986,802,VND,22/10/2019,"1,622,689","4,582,567",22/03/2019
?,28020000399069,901032032,NGUYEN THI 32022,802,VND,22/10/2019,"2,706,146","5,457,185",22/01/2019
?,28020000400644,90210526,NGUYEN VAN 10526,802,VND,22/10/2019,"2,032,970","5,093,475",22/02/2019
?,28020000401162,901032140,NGUYEN THI 32130,802,VND,22/10/2019,"1,647,063","4,246,527",22/02/2019
?,28020000401501,90210568,NGUYEN VAN 10568,802,VND,22/10/2019,"6,070,455","7,962,272",24/12/2018
?,28020000402210,901032186,NGUYEN THI 32176,802,VND,22/10/2019,"5,907,843","6,908,185",24/12/2018
?,28020000402335,901032192,NGUYEN THI 32182,802,VND,22/10/2019,"4,536,262","6,616,053",22/11/2018
?,28020000402533,90210787,NGUYEN VAN 10787,802,VND,22/10/2019,"1,795,103","4,274,669",22/01/2019
?,28020000402814,90210734,NGUYEN VAN 10734,802,VND,22/10/2019,"4,605,411","6,664,727",22/11/2018
?,28020000403226,90233202,NGUYEN VAN 33202,802,VND,22/10/2019,"6,222,233","12,679,553",22/04/2019
?,28020000403622,901032242,NGUYEN THI 32232,802,VND,22/10/2019,"3,263,199","5,787,242",24/12/2018
?,28020000403689,901032243,NGUYEN THI 32233,802,VND,22/10/2019,"1,386,736","3,960,814",22/03/2019
?,28020000404216,90206594,NGUYEN VAN 6594,802,VND,22/10/2019,"2,640,481","5,322,429",24/12/2018
?,28020000404331,90210929,NGUYEN VAN 10929,802,VND,22/10/2019,"1,672,054","3,531,288",24/12/2018
?,28020000404364,901032265,NGUYEN THI 32255,802,VND,22/10/2019,"3,005,448","5,598,447",24/12/2018
?,28020000405353,901032317,NGUYEN THI 32307,802,VND,22/10/2019,"2,226,873","5,249,645",22/01/2019
?,28020000407169,90211397,NGUYEN VAN 11397,802,VND,22/10/2019,"3,128,701","9,946,880",22/04/2019
?,28020000407201,90211436,NGUYEN VAN 11436,802,VND,22/10/2019,"6,672,656","12,349,653",22/02/2019
?,28020000408282,90209774,NGUYEN VAN 9774,802,VND,22/10/2019,"1,392,329","3,570,764",22/02/2019
?,28020000408670,90209756,NGUYEN VAN 9756,802,VND,22/10/2019,"4,941,523","7,230,944",22/01/2019
?,28020000408811,90209780,NGUYEN VAN 9780,802,VND,22/10/2019,"11,056,504","15,198,606",24/12/2018
?,28020000408878,90285721,NGUYEN VAN 85721,802,VND,22/10/2019,"4,163,041","6,518,725",24/12/2018
?,28020000409082,901032482,NGUYEN THI 32472,802,VND,22/10/2019,"1,266,632","3,284,029",22/02/2019
?,28020000409272,90209463,NGUYEN VAN 9463,802,VND,22/10/2019,"9,386,190","12,594,066",22/02/2019
?,28020000409447,90211217,NGUYEN VAN 11217,802,VND,22/10/2019,"1,261,745","4,005,555",22/04/2019
?,28020000409561,901032501,NGUYEN THI 32491,802,VND,22/10/2019,"1,403,923","4,421,821",22/04/2019
?,28020000409579,90273549,NGUYEN VAN 73549,802,VND,22/10/2019,"7,302,291","13,171,658",22/03/2019
?,28020000410072,90211924,NGUYEN VAN 11924,802,VND,22/10/2019,"1,701,531","4,752,906",22/03/2019
?,28020000410189,90230104,NGUYEN VAN 30104,802,VND,22/10/2019,"4,621,424","6,680,487",22/11/2018
?,28020000410320,90209954,NGUYEN VAN 9954,802,VND,22/10/2019,"2,906,844","5,772,864",22/03/2019
?,28020000410767,90208213,NGUYEN VAN 8213,802,VND,22/10/2019,"4,151,531","6,303,356",24/12/2018
?,28020000410981,901032556,NGUYEN THI 32546,802,VND,22/10/2019,"5,445,350","7,713,651",22/01/2019
?,28020000413829,901032680,NGUYEN THI 32670,802,VND,22/10/2019,"6,158,309","12,659,021",22/04/2019
?,28020000413936,90212484,NGUYEN VAN 12484,802,VND,22/10/2019,"7,403,686","12,645,899",22/02/2019
?,28020000414439,901032701,NGUYEN THI 32691,802,VND,22/10/2019,"3,612,283","6,077,288",24/12/2018
?,28020000414504,90212591,NGUYEN VAN 12591,802,VND,22/10/2019,"732,203","2,286,068",22/03/2019
?,28020000414520,901032704,NGUYEN THI 32694,802,VND,22/10/2019,"1,330,903","3,186,558",22/01/2019
?,28020000415667,901032749,NGUYEN THI 32739,802,VND,22/10/2019,"3,491,101","10,379,893",22/04/2019
?,28020000416046,901032760,NGUYEN THI 32750,802,VND,22/10/2019,"3,482,819","6,095,244",22/01/2019
?,28020000416806,901032789,NGUYEN THI 32779,802,VND,22/10/2019,"559,620","1,633,198",22/02/2019
?,28020000418810,90211592,NGUYEN VAN 11592,802,VND,22/10/2019,"1,561,321","3,981,921",22/02/2019
?,28020000419446,901032893,NGUYEN THI 32883,802,VND,22/10/2019,"1,900,929","5,398,911",22/03/2019
?,28020000420576,90214370,NGUYEN VAN 14370,802,VND,22/10/2019,"1,482,716","4,173,138",22/03/2019
?,28020000421343,90214543,NGUYEN VAN 14543,802,VND,22/10/2019,"2,946,953","6,116,571",22/11/2018
?,28020000421533,901032974,NGUYEN THI 32964,802,VND,22/10/2019,"3,241,404","5,939,113",22/01/2019
?,28020000423018,90211817,NGUYEN VAN 11817,802,VND,22/10/2019,"1,842,448","5,111,128",22/03/2019
?,28020000423281,90212135,NGUYEN VAN 12135,802,VND,22/10/2019,"1,517,647","4,797,407",22/04/2019
?,28020000424289,901033066,NGUYEN THI 33056,802,VND,22/10/2019,"3,142,212","5,834,495",22/01/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,97
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000424586,90215749,NGUYEN VAN 15749,802,VND,22/10/2019,"3,982,594","6,354,294",24/12/2018
?,28020000424669,901033081,NGUYEN THI 33071,802,VND,22/10/2019,"1,679,649","4,054,437",22/01/2019
?,28020000425526,90215523,NGUYEN VAN 15523,802,VND,22/10/2019,"7,724,189","13,195,861",22/02/2019
?,28020000425989,90215933,NGUYEN VAN 15933,802,VND,22/10/2019,"3,842,688","6,255,485",24/12/2018
?,28020000426375,90216032,NGUYEN VAN 16032,802,VND,22/10/2019,"8,324,220","9,464,391",22/11/2018
?,28020000426987,90265403,NGUYEN VAN 65403,802,VND,22/10/2019,"5,552,118","7,787,682",22/02/2019
?,28020000427258,90216412,NGUYEN VAN 16412,802,VND,22/10/2019,"4,821,239","6,992,001",24/12/2018
?,28020000427712,90237137,NGUYEN VAN 37137,802,VND,22/10/2019,"2,128,592","5,501,770",22/04/2019
?,28020000428470,901033233,NGUYEN THI 33223,802,VND,22/10/2019,"5,928,706","7,744,963",22/11/2018
?,28020000429783,90215626,NGUYEN VAN 15626,802,VND,22/10/2019,"1,562,302","4,080,370",22/02/2019
?,28020000429833,90217011,NGUYEN VAN 17011,802,VND,22/10/2019,"2,043,555","5,169,009",22/03/2019
?,28020000431268,90216913,NGUYEN VAN 16913,802,VND,22/10/2019,"1,538,706","4,903,328",22/04/2019
?,28020000431292,90217174,NGUYEN VAN 17174,802,VND,22/10/2019,"4,802,592","6,984,181",24/12/2018
?,28020000431441,901033356,NGUYEN THI 33346,802,VND,22/10/2019,"5,669,697","7,074,480",24/12/2018
?,28020000431524,901033365,NGUYEN THI 33355,802,VND,22/10/2019,"15,011,026","17,947,483",22/11/2018
?,28020000431698,901033369,NGUYEN THI 33359,802,VND,22/10/2019,"3,867,691","6,402,610",22/01/2019
?,28020000431797,90217254,NGUYEN VAN 17254,802,VND,22/10/2019,"1,953,807","5,213,067",22/03/2019
?,28020000432035,901033461,NGUYEN THI 33451,802,VND,22/10/2019,"3,781,507","6,341,628",22/01/2019
?,28030000001722,901000343,NGUYEN THI 333,803,VND,22/10/2019,"1,315,680","3,310,762",22/02/2019
?,28030000002068,901000409,NGUYEN THI 399,803,VND,22/10/2019,"2,254,585","4,836,652",24/12/2018
?,28030000003595,901000589,NGUYEN THI 579,803,VND,22/10/2019,"895,570","2,025,099",22/11/2018
?,28030000004205,901000714,NGUYEN THI 704,803,VND,22/10/2019,"4,055,455","6,224,216",22/11/2018
?,28030000005616,901000891,NGUYEN THI 881,803,VND,22/10/2019,"609,376","1,883,448",22/03/2019
?,28030000008362,901001165,NGUYEN THI 1155,803,VND,22/10/2019,"1,186,436","2,713,891",24/12/2018
?,28030000009121,90231102,NGUYEN VAN 31102,803,VND,22/10/2019,"1,040,931","2,713,182",22/02/2019
?,28030000013461,901001654,NGUYEN THI 1644,803,VND,22/10/2019,"543,908","1,714,973",22/03/2019
?,28030000015029,90207898,NGUYEN VAN 7898,803,VND,22/10/2019,"494,752","1,590,723",22/03/2019
?,28030000016308,901001922,NGUYEN THI 1912,803,VND,22/10/2019,"840,922","1,918,039",22/11/2018
?,28030000020631,90286767,NGUYEN VAN 86767,803,VND,22/10/2019,"1,645,220","4,689,372",22/03/2019
?,28030000021886,901002421,NGUYEN THI 2411,803,VND,22/10/2019,"639,884","1,399,420",22/11/2018
?,28030000022942,901002511,NGUYEN THI 2501,803,VND,22/10/2019,"2,364,929","5,158,303",22/01/2019
?,28030000030374,901003073,NGUYEN THI 3063,803,VND,22/10/2019,"2,408,107","4,654,402",22/11/2018
?,28030000031802,901003181,NGUYEN THI 3171,803,VND,22/10/2019,"450,000","796,932",22/02/2019
?,28030000031844,90220898,NGUYEN VAN 20898,803,VND,22/10/2019,"4,378,120","6,818,668",22/01/2019
?,28030000033618,901003308,NGUYEN THI 3298,803,VND,22/10/2019,"2,769,616","5,328,875",24/12/2018
?,28030000035084,90206567,NGUYEN VAN 6567,803,VND,22/10/2019,"3,150,057","5,831,733",22/01/2019
?,28030000036835,90239404,NGUYEN VAN 39404,803,VND,22/10/2019,"4,691,668","10,641,226",22/02/2019
?,28030000037742,901003628,NGUYEN THI 3618,803,VND,22/10/2019,"1,326,010","3,092,024",22/01/2019
