i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,1
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,GROUP    : 410,DELIQUENCY GROUP,A,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000218178,901021967,NGUYEN THI 21957,802,VND,22/10/2019,"28,539","1,820,263",22/10/2019
?,28020000219093,901022015,NGUYEN THI 22005,802,VND,22/10/2019,"78,801","1,639,081",22/10/2019
?,28020000219481,901022040,NGUYEN THI 22030,802,VND,22/10/2019,"50,000","628,711",22/10/2019
?,28020000219630,90200864,NGUYEN VAN 864,802,VND,22/10/2019,"66,293","1,405,868",22/10/2019
?,28020000220380,901022116,NGUYEN THI 22106,802,VND,22/10/2019,"84,755","1,775,099",22/10/2019
?,28020000221461,901022192,NGUYEN THI 22182,802,VND,22/10/2019,"57,656","1,231,784",22/10/2019
?,28020000221917,90217667,NGUYEN VAN 17667,802,VND,22/10/2019,"50,000","894,325",22/10/2019
?,28020000222808,901022257,NGUYEN THI 22247,802,VND,22/10/2019,"70,744","1,469,434",22/10/2019
?,28020000223343,901022293,NGUYEN THI 22283,802,VND,22/10/2019,"190,237","3,884,731",22/10/2019
?,28020000225637,901022447,NGUYEN THI 22437,802,VND,22/10/2019,"498,599","4,847,239",22/10/2019
?,28020000226023,901022479,NGUYEN THI 22469,802,VND,22/10/2019,"66,199","1,403,973",22/10/2019
?,28020000226312,901022499,NGUYEN THI 22489,802,VND,22/10/2019,"149,113","3,062,261",22/10/2019
?,28020000226387,90253538,NGUYEN VAN 53538,802,VND,22/10/2019,"349,876","7,077,518",22/10/2019
?,28020000227351,901022562,NGUYEN THI 22552,802,VND,22/10/2019,"66,932","1,556,847",22/10/2019
?,28020000227500,901022572,NGUYEN THI 22562,802,VND,22/10/2019,"243,706","4,954,117",22/10/2019
?,28020000227542,901022574,NGUYEN THI 22564,802,VND,22/10/2019,"50,000","277,397",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,14
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000227831,90268926,NGUYEN VAN 68926,802,VND,22/10/2019,"410,080","8,281,593",22/10/2019
?,28020000228375,901022612,NGUYEN THI 22602,802,VND,22/10/2019,"155,375","3,187,502",22/10/2019
?,28020000228623,901022627,NGUYEN THI 22617,802,VND,22/10/2019,"247,225","5,024,491",22/10/2019
?,28020000228896,901022644,NGUYEN THI 22634,802,VND,22/10/2019,"385,958","7,721,078",22/10/2019
?,28020000229571,901022687,NGUYEN THI 22677,802,VND,22/10/2019,"101,973","2,119,458",22/10/2019
?,28020000230066,901022724,NGUYEN THI 22714,802,VND,22/10/2019,"278,603","4,715,929",22/10/2019
?,28020000230199,901022731,NGUYEN THI 22721,802,VND,22/10/2019,"109,395","2,267,890",22/10/2019
?,28020000230447,901022745,NGUYEN THI 22735,802,VND,22/10/2019,"82,616","1,732,311",22/10/2019
?,28020000230686,90215010,NGUYEN VAN 15010,802,VND,22/10/2019,"68,780","1,455,590",22/10/2019
?,28020000230744,901022757,NGUYEN THI 22747,802,VND,22/10/2019,"84,524","1,770,480",22/10/2019
?,28020000230769,901022760,NGUYEN THI 22750,802,VND,22/10/2019,"112,791","2,335,814",22/10/2019
?,28020000231403,901022793,NGUYEN THI 22783,802,VND,22/10/2019,"138,947","3,411,721",22/10/2019
?,28020000231965,90248918,NGUYEN VAN 48918,802,VND,22/10/2019,"97,390","2,027,792",22/10/2019
?,28020000233516,901022927,NGUYEN THI 22917,802,VND,22/10/2019,"339,042","4,931,592",22/10/2019
?,28020000233912,901022950,NGUYEN THI 22940,802,VND,22/10/2019,"87,622","1,832,435",22/10/2019
?,28020000234225,901022972,NGUYEN THI 22962,802,VND,22/10/2019,"114,048","2,360,961",22/10/2019
?,28020000235719,901023050,NGUYEN THI 23040,802,VND,22/10/2019,"95,796","2,169,958",22/10/2019
?,28020000236196,901023072,NGUYEN THI 23062,802,VND,22/10/2019,"114,474","2,369,482",22/10/2019
?,28020000236865,901023110,NGUYEN THI 23100,802,VND,22/10/2019,"151,204","4,376,998",22/10/2019
?,28020000237038,901023122,NGUYEN THI 23112,802,VND,22/10/2019,"23,190","2,204,029",22/10/2019
?,28020000237285,90268050,NGUYEN VAN 68050,802,VND,22/10/2019,"204,221","4,164,420",22/10/2019
?,28020000237459,901023155,NGUYEN THI 23145,802,VND,22/10/2019,"136,512","3,297,124",22/10/2019
?,28020000237525,90201133,NGUYEN VAN 1133,802,VND,22/10/2019,"206,639","4,212,786",22/10/2019
?,28020000238747,901023228,NGUYEN THI 23218,802,VND,22/10/2019,"389,596","7,574,064",22/10/2019
?,28020000239059,901023243,NGUYEN THI 23233,802,VND,22/10/2019,"132,889","2,737,781",22/10/2019
?,28020000239588,901023275,NGUYEN THI 23265,802,VND,22/10/2019,"222,671","5,079,703",22/10/2019
?,28020000239653,901023279,NGUYEN THI 23269,802,VND,22/10/2019,"77,926","2,351,250",22/10/2019
?,28020000239810,901023292,NGUYEN THI 23282,802,VND,22/10/2019,"148,280","2,936,718",22/10/2019
?,28020000241170,901023388,NGUYEN THI 23378,802,VND,22/10/2019,"362,192","7,323,834",22/10/2019
?,28020000242152,90235394,NGUYEN VAN 35394,802,VND,22/10/2019,"132,993","2,684,732",22/10/2019
?,28020000242442,901023459,NGUYEN THI 23449,802,VND,22/10/2019,"100,851","2,097,022",22/10/2019
?,28020000243150,901023506,NGUYEN THI 23496,802,VND,22/10/2019,"103,320","2,146,404",22/10/2019
?,28020000245106,901023623,NGUYEN THI 23613,802,VND,22/10/2019,"124,056","2,542,550",22/10/2019
?,28020000246146,90233705,NGUYEN VAN 33705,802,VND,22/10/2019,"85,786","1,795,718",22/10/2019
?,28020000246302,901023695,NGUYEN THI 23685,802,VND,22/10/2019,"81,540","2,031,204",22/10/2019
?,28020000246831,901023726,NGUYEN THI 23716,802,VND,22/10/2019,"50,000","197,951",22/10/2019
?,28020000247938,90219054,NGUYEN VAN 19054,802,VND,22/10/2019,"83,068","1,741,355",22/10/2019
?,28020000248035,90219079,NGUYEN VAN 19079,802,VND,22/10/2019,"216,952","4,419,035",22/10/2019
?,28020000248191,901023791,NGUYEN THI 23781,802,VND,22/10/2019,"116,334","2,406,679",22/10/2019
?,28020000248209,901023792,NGUYEN THI 23782,802,VND,22/10/2019,"364,862","7,377,238",22/10/2019
?,28020000248563,901023811,NGUYEN THI 23801,802,VND,22/10/2019,"16,656","1,198,561",22/10/2019
?,28020000248910,901023829,NGUYEN THI 23819,802,VND,22/10/2019,"126,029","2,506,854",22/10/2019
?,28020000249702,90221850,NGUYEN VAN 21850,802,VND,22/10/2019,"433,913","7,592,294",22/10/2019
?,28020000250981,901023936,NGUYEN THI 23926,802,VND,22/10/2019,"118,265","2,433,455",22/10/2019
?,28020000251021,901023941,NGUYEN THI 23931,802,VND,22/10/2019,"137,004","2,843,360",22/10/2019
?,28020000251161,901023945,NGUYEN THI 23935,802,VND,22/10/2019,984,"1,631,676",22/10/2019
?,28020000251328,901023955,NGUYEN THI 23945,802,VND,22/10/2019,"103,723","2,154,452",22/10/2019
?,28020000251468,901023964,NGUYEN THI 23954,802,VND,22/10/2019,"186,973","4,269,996",22/10/2019
?,28020000253399,901024070,NGUYEN THI 24060,802,VND,22/10/2019,"129,034","2,592,340",22/10/2019
?,28020000253514,901024075,NGUYEN THI 24065,802,VND,22/10/2019,"133,901","2,758,022",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,15
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000253589,901024077,NGUYEN THI 24067,802,VND,22/10/2019,"178,366","3,647,316",22/10/2019
?,28020000253845,901024092,NGUYEN THI 24082,802,VND,22/10/2019,"67,176","1,423,523",22/10/2019
?,28020000253910,901024096,NGUYEN THI 24086,802,VND,22/10/2019,"114,446","2,365,872",22/10/2019
?,28020000254207,901024111,NGUYEN THI 24101,802,VND,22/10/2019,"388,989","7,859,776",22/10/2019
?,28020000254322,901024121,NGUYEN THI 24111,802,VND,22/10/2019,"33,080","2,262,802",22/10/2019
?,28020000256046,90245323,NGUYEN VAN 45323,802,VND,22/10/2019,"126,134","2,653,918",22/10/2019
?,28020000256848,901024257,NGUYEN THI 24247,802,VND,22/10/2019,"82,119","1,722,375",22/10/2019
?,28020000256939,901024264,NGUYEN THI 24254,802,VND,22/10/2019,"156,810","3,216,197",22/10/2019
?,28020000257135,901024274,NGUYEN THI 24264,802,VND,22/10/2019,"108,490","2,249,798",22/10/2019
?,28020000257481,901024293,NGUYEN THI 24283,802,VND,22/10/2019,"132,016","2,610,486",22/10/2019
?,28020000257986,90262089,NGUYEN VAN 62089,802,VND,22/10/2019,"50,000","996,290",22/10/2019
?,28020000258661,901024361,NGUYEN THI 24351,802,VND,22/10/2019,"201,438","4,108,756",22/10/2019
?,28020000260394,90222745,NGUYEN VAN 22745,802,VND,22/10/2019,"331,681","6,713,619",22/10/2019
?,28020000260584,901024462,NGUYEN THI 24452,802,VND,22/10/2019,"129,904","2,678,082",22/10/2019
?,28020000260766,90263141,NGUYEN VAN 63141,802,VND,22/10/2019,"108,735","2,258,898",22/10/2019
?,28020000261921,90237316,NGUYEN VAN 37316,802,VND,22/10/2019,"522,328","8,085,545",22/10/2019
?,28020000262093,90247460,NGUYEN VAN 47460,802,VND,22/10/2019,"136,355","2,725,026",22/10/2019
?,28020000262994,90239281,NGUYEN VAN 39281,802,VND,22/10/2019,"188,548","4,095,819",22/10/2019
?,28020000264826,901024689,NGUYEN THI 24679,802,VND,22/10/2019,"375,353","7,587,057",22/10/2019
?,28020000264883,90218147,NGUYEN VAN 18147,802,VND,22/10/2019,"164,426","3,258,128",22/10/2019
?,28020000266557,901024793,NGUYEN THI 24783,802,VND,22/10/2019,"299,196","6,063,916",22/10/2019
?,28020000266706,901024803,NGUYEN THI 24793,802,VND,22/10/2019,"62,439","1,296,267",22/10/2019
?,28020000267019,901024824,NGUYEN THI 24814,802,VND,22/10/2019,"147,834","3,036,678",22/10/2019
?,28020000267399,90214427,NGUYEN VAN 14427,802,VND,22/10/2019,"236,565","4,811,294",22/10/2019
?,28020000268736,901024915,NGUYEN THI 24905,802,VND,22/10/2019,"101,505","2,196,701",22/10/2019
?,28020000269940,901024976,NGUYEN THI 24966,802,VND,22/10/2019,"120,740","2,599,404",22/10/2019
?,28020000269973,901024978,NGUYEN THI 24968,802,VND,22/10/2019,"685,247","9,874,483",22/10/2019
?,28020000270914,901025040,NGUYEN THI 25030,802,VND,22/10/2019,"136,846","2,727,906",22/10/2019
?,28020000270955,90274887,NGUYEN VAN 74887,802,VND,22/10/2019,"363,122","7,342,443",22/10/2019
?,28020000271250,901025056,NGUYEN THI 25046,802,VND,22/10/2019,"11,102","1,233,010",22/10/2019
?,28020000271532,901025074,NGUYEN THI 25064,802,VND,22/10/2019,"198,094","4,792,301",22/10/2019
?,28020000271607,901025081,NGUYEN THI 25071,802,VND,22/10/2019,"80,591","1,691,816",22/10/2019
?,28020000271912,901025104,NGUYEN THI 25094,802,VND,22/10/2019,"5,588","1,723,755",22/10/2019
?,28020000272159,901025119,NGUYEN THI 25109,802,VND,22/10/2019,"116,316","2,406,328",22/10/2019
?,28020000272605,90219962,NGUYEN VAN 19962,802,VND,22/10/2019,"186,403","3,808,063",22/10/2019
?,28020000273207,90263562,NGUYEN VAN 63562,802,VND,22/10/2019,"61,770","2,590,672",22/10/2019
?,28020000273231,901025177,NGUYEN THI 25167,802,VND,22/10/2019,"107,521","2,180,140",22/10/2019
?,28020000273314,90201906,NGUYEN VAN 1906,802,VND,22/10/2019,"83,865","1,757,300",22/10/2019
?,28020000273694,90258213,NGUYEN VAN 58213,802,VND,22/10/2019,"189,592","3,871,844",22/10/2019
?,28020000274023,90202188,NGUYEN VAN 2188,802,VND,22/10/2019,"117,360","2,655,609",22/10/2019
?,28020000275210,901025271,NGUYEN THI 25261,802,VND,22/10/2019,"108,360","2,247,203",22/10/2019
?,28020000275475,901025284,NGUYEN THI 25274,802,VND,22/10/2019,"142,973","2,939,466",22/10/2019
?,28020000275483,901025283,NGUYEN THI 25273,802,VND,22/10/2019,"52,587","1,142,239",22/10/2019
?,28020000276614,90233801,NGUYEN VAN 33801,802,VND,22/10/2019,"172,165","3,523,297",22/10/2019
?,28020000277752,90294659,NGUYEN VAN 94659,802,VND,22/10/2019,"267,489","4,866,657",22/10/2019
?,28020000278446,901025453,NGUYEN THI 25443,802,VND,22/10/2019,"462,543","10,044,857",22/10/2019
?,28020000278735,901025463,NGUYEN THI 25453,802,VND,22/10/2019,"330,558","5,065,087",22/10/2019
?,28020000278792,901025466,NGUYEN THI 25456,802,VND,22/10/2019,"84,362","1,909,074",22/10/2019
?,28020000279063,90291662,NGUYEN VAN 91662,802,VND,22/10/2019,"88,636","1,852,710",22/10/2019
?,28020000280038,901025530,NGUYEN THI 25520,802,VND,22/10/2019,"97,409","2,028,187",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,16
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000280244,901025540,NGUYEN THI 25530,802,VND,22/10/2019,"227,488","4,844,375",22/10/2019
?,28020000280541,90357663,NGUYEN VAN 157663,802,VND,22/10/2019,"801,932","9,974,365",22/10/2019
?,28020000281564,901025614,NGUYEN THI 25604,802,VND,22/10/2019,"147,142","2,447,915",22/10/2019
?,28020000281630,901025621,NGUYEN THI 25611,802,VND,22/10/2019,"129,975","4,833,497",22/10/2019
?,28020000282018,901025643,NGUYEN THI 25633,802,VND,22/10/2019,"294,484","4,891,440",22/10/2019
?,28020000282240,901025658,NGUYEN THI 25648,802,VND,22/10/2019,"67,094","1,421,887",22/10/2019
?,28020000283065,90228594,NGUYEN VAN 28594,802,VND,22/10/2019,"304,433","7,132,299",22/10/2019
?,28020000283099,901025705,NGUYEN THI 25695,802,VND,22/10/2019,"136,606","2,854,026",22/10/2019
?,28020000283370,901025720,NGUYEN THI 25710,802,VND,22/10/2019,"146,260","2,928,643",22/10/2019
?,28020000283388,901025721,NGUYEN THI 25711,802,VND,22/10/2019,"239,566","5,075,324",22/10/2019
?,28020000284063,901025756,NGUYEN THI 25746,802,VND,22/10/2019,"488,016","10,044,313",22/10/2019
?,28020000284154,90348693,NGUYEN VAN 148693,802,VND,22/10/2019,"278,683","5,107,317",22/10/2019
?,28020000284188,90250068,NGUYEN VAN 50068,802,VND,22/10/2019,"450,908","8,231,289",22/10/2019
?,28020000284238,90244175,NGUYEN VAN 44175,802,VND,22/10/2019,"121,873","2,517,465",22/10/2019
?,28020000284246,901025764,NGUYEN THI 25754,802,VND,22/10/2019,"211,808","4,316,152",22/10/2019
?,28020000284394,90345637,NGUYEN VAN 145637,802,VND,22/10/2019,"478,514","9,650,284",22/10/2019
?,28020000284576,90202130,NGUYEN VAN 2130,802,VND,22/10/2019,"142,843","2,843,942",22/10/2019
?,28020000284758,901025787,NGUYEN THI 25777,802,VND,22/10/2019,"50,000","616,276",22/10/2019
?,28020000285094,90258753,NGUYEN VAN 58753,802,VND,22/10/2019,"105,260","2,288,395",22/10/2019
?,28020000285490,901025822,NGUYEN THI 25812,802,VND,22/10/2019,"182,335","3,671,386",22/10/2019
?,28020000285755,90233449,NGUYEN VAN 33449,802,VND,22/10/2019,"4,888","2,300,435",22/10/2019
?,28020000286035,901025853,NGUYEN THI 25843,802,VND,22/10/2019,"17,755","3,214,935",22/10/2019
?,28020000286209,901025862,NGUYEN THI 25852,802,VND,22/10/2019,"78,048","2,195,114",22/10/2019
?,28020000286373,901025873,NGUYEN THI 25863,802,VND,22/10/2019,"148,226","3,044,526",22/10/2019
?,28020000287470,90219700,NGUYEN VAN 19700,802,VND,22/10/2019,"78,428","1,816,273",22/10/2019
?,28020000288536,901025976,NGUYEN THI 25966,802,VND,22/10/2019,"225,047","4,580,940",22/10/2019
?,28020000289062,901025999,NGUYEN THI 25989,802,VND,22/10/2019,"113,809","2,367,209",22/10/2019
?,28020000289831,901026042,NGUYEN THI 26032,802,VND,22/10/2019,"131,440","2,977,361",22/10/2019
?,28020000290367,901026070,NGUYEN THI 26060,802,VND,22/10/2019,"92,936","1,938,720",22/10/2019
?,28020000290698,901026086,NGUYEN THI 26076,802,VND,22/10/2019,"189,787","4,397,832",22/10/2019
?,28020000290912,901026096,NGUYEN THI 26086,802,VND,22/10/2019,"141,766","2,915,321",22/10/2019
?,28020000290920,901026098,NGUYEN THI 26088,802,VND,22/10/2019,"199,114","4,062,272",22/10/2019
?,28020000291696,90202434,NGUYEN VAN 2434,802,VND,22/10/2019,"476,838","10,075,093",22/10/2019
?,28020000292348,901026186,NGUYEN THI 26176,802,VND,22/10/2019,"96,123","2,002,467",22/10/2019
?,28020000292462,901026191,NGUYEN THI 26181,802,VND,22/10/2019,"228,314","4,646,285",22/10/2019
?,28020000292579,901026197,NGUYEN THI 26187,802,VND,22/10/2019,"217,238","4,424,769",22/10/2019
?,28020000292678,901026205,NGUYEN THI 26195,802,VND,22/10/2019,"90,254","1,934,530",22/10/2019
?,28020000293890,901026267,NGUYEN THI 26257,802,VND,22/10/2019,"350,322","7,086,432",22/10/2019
?,28020000295499,901026338,NGUYEN THI 26328,802,VND,22/10/2019,"218,246","4,444,929",22/10/2019
?,28020000295507,901026339,NGUYEN THI 26329,802,VND,22/10/2019,"375,264","5,071,677",22/10/2019
?,28020000296406,901026399,NGUYEN THI 26389,802,VND,22/10/2019,"526,601","10,105,334",22/10/2019
?,28020000296943,90318392,NGUYEN VAN 118392,802,VND,22/10/2019,"221,954","4,102,386",22/10/2019
?,28020000297057,90287515,NGUYEN VAN 87515,802,VND,22/10/2019,"433,987","8,759,744",22/10/2019
?,28020000297289,901026453,NGUYEN THI 26443,802,VND,22/10/2019,"70,044","2,178,722",22/10/2019
?,28020000297651,90347831,NGUYEN VAN 147831,802,VND,22/10/2019,"366,581","7,198,004",22/10/2019
?,28020000297792,901026490,NGUYEN THI 26480,802,VND,22/10/2019,"119,367","2,705,948",22/10/2019
?,28020000297826,90202627,NGUYEN VAN 2627,802,VND,22/10/2019,"389,449","7,868,970",22/10/2019
?,28020000299293,901026581,NGUYEN THI 26571,802,VND,22/10/2019,"61,187","1,303,742",22/10/2019
?,28020000299335,90327115,NGUYEN VAN 127115,802,VND,22/10/2019,"207,593","4,177,409",22/10/2019
?,28020000299533,901026607,NGUYEN THI 26597,802,VND,22/10/2019,"50,000","939,407",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,17
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000299673,90213341,NGUYEN VAN 13341,802,VND,22/10/2019,"114,424","2,626,248",22/10/2019
?,28020000299947,901026637,NGUYEN THI 26627,802,VND,22/10/2019,"58,531","1,250,612",22/10/2019
?,28020000300364,90201983,NGUYEN VAN 1983,802,VND,22/10/2019,"113,614","2,438,147",22/10/2019
?,28020000301172,901026707,NGUYEN THI 26697,802,VND,22/10/2019,"123,186","2,543,729",22/10/2019
?,28020000301529,901026735,NGUYEN THI 26725,802,VND,22/10/2019,"108,128","2,293,289",22/10/2019
?,28020000302634,901026787,NGUYEN THI 26777,802,VND,22/10/2019,"115,510","2,425,240",22/10/2019
?,28020000302956,901026805,NGUYEN THI 26795,802,VND,22/10/2019,"72,020","1,520,394",22/10/2019
?,28020000303830,901026851,NGUYEN THI 26841,802,VND,22/10/2019,"428,912","8,658,243",22/10/2019
?,28020000304036,901026861,NGUYEN THI 26851,802,VND,22/10/2019,"134,562","2,771,235",22/10/2019
?,28020000304333,901026877,NGUYEN THI 26867,802,VND,22/10/2019,"107,576","2,231,517",22/10/2019
?,28020000304408,901026881,NGUYEN THI 26871,802,VND,22/10/2019,"142,410","2,821,323",22/10/2019
?,28020000305090,901026915,NGUYEN THI 26905,802,VND,22/10/2019,"50,000","5,177,314",22/10/2019
?,28020000305108,901026916,NGUYEN THI 26906,802,VND,22/10/2019,"127,958","2,581,587",22/10/2019
?,28020000305520,901026949,NGUYEN THI 26939,802,VND,22/10/2019,"399,786","7,863,668",22/10/2019
?,28020000305553,90202573,NGUYEN VAN 2573,802,VND,22/10/2019,"102,400","2,146,001",22/10/2019
?,28020000306015,901026980,NGUYEN THI 26970,802,VND,22/10/2019,"103,754","2,155,087",22/10/2019
?,28020000306304,901026995,NGUYEN THI 26985,802,VND,22/10/2019,"150,315","2,966,851",22/10/2019
?,28020000306759,901027016,NGUYEN THI 27006,802,VND,22/10/2019,"303,988","6,021,092",22/10/2019
?,28020000307146,90240638,NGUYEN VAN 40638,802,VND,22/10/2019,"206,312","4,206,247",22/10/2019
?,28020000307567,901027066,NGUYEN THI 27056,802,VND,22/10/2019,"102,461","2,129,211",22/10/2019
?,28020000307575,901027067,NGUYEN THI 27057,802,VND,22/10/2019,"66,848","1,416,968",22/10/2019
?,28020000307708,901027076,NGUYEN THI 27066,802,VND,22/10/2019,"269,575","5,471,495",22/10/2019
?,28020000307740,901027080,NGUYEN THI 27070,802,VND,22/10/2019,"488,800","9,856,002",22/10/2019
?,28020000307914,90203029,NGUYEN VAN 3029,802,VND,22/10/2019,"77,046","1,577,460",22/10/2019
?,28020000308680,90203554,NGUYEN VAN 3554,802,VND,22/10/2019,"173,040","3,426,202",22/10/2019
?,28020000309092,90223196,NGUYEN VAN 23196,802,VND,22/10/2019,"74,217","1,564,347",22/10/2019
?,28020000309241,901027174,NGUYEN THI 27164,802,VND,22/10/2019,"236,952","4,819,035",22/10/2019
?,28020000309837,901027212,NGUYEN THI 27202,802,VND,22/10/2019,"141,324","3,052,160",22/10/2019
?,28020000309894,90202795,NGUYEN VAN 2795,802,VND,22/10/2019,"131,638","2,488,919",22/10/2019
?,28020000311858,90260714,NGUYEN VAN 60714,802,VND,22/10/2019,"128,529","2,650,576",22/10/2019
?,28020000312518,901027349,NGUYEN THI 27339,802,VND,22/10/2019,"133,873","2,704,788",22/10/2019
?,28020000312815,90201911,NGUYEN VAN 1911,802,VND,22/10/2019,"50,000","988,574",22/10/2019
?,28020000314407,901027443,NGUYEN THI 27433,802,VND,22/10/2019,"129,946","2,678,910",22/10/2019
?,28020000314803,901027464,NGUYEN THI 27454,802,VND,22/10/2019,"119,822","2,383,226",22/10/2019
?,28020000317558,901027600,NGUYEN THI 27590,802,VND,22/10/2019,"50,000","1,079,318",22/10/2019
?,28020000318044,901027628,NGUYEN THI 27618,802,VND,22/10/2019,"176,813","3,615,946",22/10/2019
?,28020000318424,901027647,NGUYEN THI 27637,802,VND,22/10/2019,"118,345","2,446,894",22/10/2019
?,28020000318499,901027653,NGUYEN THI 27643,802,VND,22/10/2019,"4,826","1,080,267",22/10/2019
?,28020000318614,901027657,NGUYEN THI 27647,802,VND,22/10/2019,"62,065","1,313,902",22/10/2019
?,28020000318663,901027659,NGUYEN THI 27649,802,VND,22/10/2019,"458,101","10,078,056",22/10/2019
?,28020000319364,901027692,NGUYEN THI 27682,802,VND,22/10/2019,"105,478","2,189,551",22/10/2019
?,28020000319620,90230277,NGUYEN VAN 30277,802,VND,22/10/2019,"221,679","4,456,792",22/10/2019
?,28020000319869,90203136,NGUYEN VAN 3136,802,VND,22/10/2019,"126,601","2,657,346",22/10/2019
?,28020000320727,901027762,NGUYEN THI 27752,802,VND,22/10/2019,"127,326","2,521,265",22/10/2019
?,28020000320776,901027766,NGUYEN THI 27756,802,VND,22/10/2019,"129,685","2,673,694",22/10/2019
?,28020000322608,901027846,NGUYEN THI 27836,802,VND,22/10/2019,"134,490","2,769,791",22/10/2019
?,28020000323135,90320066,NGUYEN VAN 120066,802,VND,22/10/2019,"59,669","1,283,981",22/10/2019
?,28020000323374,901027888,NGUYEN THI 27878,802,VND,22/10/2019,"91,818","1,916,363",22/10/2019
?,28020000323606,90203177,NGUYEN VAN 3177,802,VND,22/10/2019,"137,890","2,730,194",22/10/2019
?,28020000323614,901027897,NGUYEN THI 27887,802,VND,22/10/2019,"117,418","2,428,354",22/10/2019
i,1DATE PRINTED: 31/10/1,9    00:35:09,,,,,,01/11/19       PAGE,18
?,JACCS INTER. VIETNAM,FINANCE,BRANCH: 01000,,,,,,
?,BRANCH: 01000 JIVF HO,CHI MINH,,,,,,,
?,LIST OF ACCOUNT IN CO,LLECTION,,,,,,,
?,,,,,,,,,
?,CURRENCY : VND,DONG,,,,,,,
?,,,,,,,,,
?,OFFICER  : CC1,ACCELLENCE COLLE,CTOR,,,,,,
?,,,,,,,,,
?,ACCOUNT NUMBER,MOBILE PHONE,CUSTOMER NAME,TYPE,CURR,DUE DATE,"OVERDUE AMT, P+I","CUR BAL, P+I",OVER DUE
?,-------------------,------------------,------------------------------,----,----,----------,--------------------,--------------------,----------
?,28020000324000,90202450,NGUYEN VAN 2450,802,VND,22/10/2019,"90,422","1,949,473",22/10/2019
